Village,hhid,dogid,sex,birthdate,deathdate,deathcause,encdate,alive,dead,age,pregnant,pups,exitdate,bcs2,year,roundyrs,lagvacc,deathage2,_st,_d,_t,_t0,sch1,sch2,sch3,sch4,sch5,sch6,sch7,sch8,sch9,sch10,sch11,sch12,sch13,sch14,sch15,sch16,sch17,sca1,sca2,sca3,sca4,sca5,sca6,sca7,sca8,sca9,sca10,sca11,sca12,sca13,sca14,sca15,sca16,sca17
Sanungu,Shh012,s018,male,10/15/2006,15/07/2012,sick,10/25/2013,0,1,,0,0,15/07/2012,,2013,3,0,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh013,s019,male,5 /15/2010,15/01/2011,hyena,10/26/2010,1,0,5,0,0,15/01/2011,3,2010,0,,8.166666985,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh013,s019,male,5 /15/2010,15/01/2011,hyena,10/20/2011,0,1,7,0,0,15/01/2011,,2011,1,0,8.166666985,1,1,1,0,0,-0.300625586,-0.236334503,0.770632089,0.411616956,0,0.565986976,-0.24751288,-0.133920167,0,0.735612766,-0.123335223,-0.09239961,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,0.207974796,-0.280750914,2.240191183,0.651432064,0,0.80661427,-0.130670499,-0.443047754,0,1.441093878,-1.398622587,-1.339196852,-1.156628652,-0.94352559,-0.75048208,-0.605928618
Sanungu,Shh013,s019,male,5 /15/2010,15/01/2011,hyena,10/19/2012,0,1,,0,0,15/01/2011,,2012,2,0,8.166666985,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh013,s019,male,5 /15/2010,15/01/2011,hyena,10/25/2013,0,1,,0,0,15/01/2011,,2013,3,0,8.166666985,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh014,s020,male,8 /15/2009,,,10/26/2010,1,0,14,0,0,25/10/2013,3,2010,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh014,s020,male,8 /15/2009,,,10/20/2011,1,0,28,0,0,25/10/2013,4,2011,1,1,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh014,s020,male,8 /15/2009,,,10/19/2012,1,0,40,0,0,25/10/2013,5,2012,2,1,,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh014,s020,male,8 /15/2009,,,10/25/2013,1,0,52,0,0,25/10/2013,,2013,3,1,,1,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh014,s021,female,10/15/2006,15/05/2012,sick,10/26/2010,1,0,48,0,0,15/05/2012,2,2010,0,,67.96666718,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh014,s021,female,10/15/2006,15/05/2012,sick,10/20/2011,1,0,60,0,0,15/05/2012,3,2011,1,1,67.96666718,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh014,s021,female,10/15/2006,15/05/2012,sick,10/19/2012,0,1,,0,0,15/05/2012,,2012,2,0,67.96666718,1,1,2,1,0,-0.210935848,-0.283950338,0.735325534,-0.606265704,0,0.599932758,-0.287834873,-0.137020198,0,-0.16303237,-0.138350344,-0.166386204,-0.099807834,-0.102572805,0.924610161,-0.105913187,0,0.314231665,-0.138939025,1.914797696,-1.144465725,0,1.617866134,0.539855668,-0.037817133,0,-0.589948024,-1.619956328,-1.96892219,-1.723143976,-1.639063771,10.03498713,-0.927954636
Sanungu,Shh014,s021,female,10/15/2006,15/05/2012,sick,10/25/2013,0,1,,0,0,15/05/2012,,2013,3,0,67.96666718,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh023,s022,female,5 /15/2010,,,10/26/2010,1,0,5,0,0,04/11/2013,3,2010,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh023,s022,female,5 /15/2010,,,10/20/2011,1,0,18,0,0,04/11/2013,4,2011,1,1,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh023,s022,female,5 /15/2010,,,10/26/2012,1,0,30,0,1,04/11/2013,2,2012,2,0,,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh023,s022,female,5 /15/2010,,,11/4 /2013,1,0,42,0,1,04/11/2013,3,2013,3,0,,1,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh016,s023,female,12/15/2009,15/06/2011,hyena,10/27/2010,1,0,10,0,0,15/06/2011,3,2010,0,,18.23333359,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh016,s023,female,12/15/2009,15/06/2011,hyena,10/20/2011,0,1,5,0,0,15/06/2011,,2011,1,1,18.23333359,1,1,1,0,0,-0.300625586,-0.236334503,0.770632089,-0.588383044,0,0.565986976,-0.24751288,-0.133920167,0,-0.264387234,0.876664777,-0.09239961,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,0.103302921,-0.124010555,2.075783293,-1.320422863,0,0.761500254,-0.144930899,-0.480973917,0,-0.612253534,4.262573487,-1.397919522,-0.778825058,-0.847412477,-0.87180828,-0.462393872
Sanungu,Shh016,s023,female,12/15/2009,15/06/2011,hyena,10/19/2012,0,1,,0,0,15/06/2011,,2012,2,0,18.23333359,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh016,s023,female,12/15/2009,15/06/2011,hyena,10/25/2013,0,1,,0,0,15/06/2011,,2013,3,0,18.23333359,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh016,s024,female,10/15/2005,15/02/2012,sudden death,10/27/2010,1,0,60,0,0,15/02/2012,3,2010,0,,77.1333313,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh016,s024,female,10/15/2005,15/02/2012,sudden death,10/20/2011,1,0,72,0,0,15/02/2012,3,2011,1,1,77.1333313,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh016,s024,female,10/15/2005,15/02/2012,sudden death,10/19/2012,0,1,,0,0,15/02/2012,,2012,2,1,77.1333313,1,1,2,1,0,-0.210935848,-0.283950338,0.735325534,-0.606265704,0,0.599932758,-0.287834873,-0.137020198,0,-0.16303237,-0.138350344,-0.166386204,-0.099807834,-0.102572805,-0.075389839,0.894086813,0,0.84568989,0.009794831,2.258129601,-1.3826918,0,1.312221278,0.179866217,-0.08700563,0,-0.5581897,-1.561563133,-1.871716087,-1.596023713,-1.470229068,-1.366291563,5.890733801
Sanungu,Shh016,s024,female,10/15/2005,15/02/2012,sudden death,10/25/2013,0,1,,0,0,15/02/2012,,2013,3,0,77.1333313,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh017,s025,male,11/15/2009,,,10/27/2010,1,0,11,0,0,26/10/2013,3,2010,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh017,s025,male,11/15/2009,,,10/20/2011,1,0,24,0,0,26/10/2013,3,2011,1,0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh017,s025,male,11/15/2009,,,10/19/2012,1,0,36,0,0,26/10/2013,3,2012,2,1,,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh017,s025,male,11/15/2009,,,10/26/2013,1,0,48,0,0,26/10/2013,3,2013,3,0,,1,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh018,s026,male,10/15/2007,,,10/27/2010,1,0,36,0,0,26/10/2013,5,2010,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh018,s026,male,10/15/2007,,,10/20/2011,1,0,48,0,0,26/10/2013,3,2011,1,1,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh018,s026,male,10/15/2007,,,10/20/2012,1,0,60,0,0,26/10/2013,4,2012,2,1,,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh018,s026,male,10/15/2007,,,10/26/2013,1,0,72,0,0,26/10/2013,1,2013,3,1,,1,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh018,s027,female,8 /15/2009,,,10/27/2010,1,0,14,0,1,26/10/2013,3,2010,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh018,s027,female,8 /15/2009,,,10/20/2011,1,0,28,0,0,26/10/2013,3,2011,1,0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh018,s027,female,8 /15/2009,,,10/20/2012,1,0,40,1,0,26/10/2013,4,2012,2,1,,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh018,s027,female,8 /15/2009,,,10/26/2013,1,0,52,0,0,26/10/2013,1,2013,3,1,,1,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh018,s028,male,9 /13/2010,15/03/2011,hyena,10/27/2010,1,0,1.5,0,0,15/03/2011,5,2010,0,,6.099999905,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh018,s028,male,9 /13/2010,15/03/2011,hyena,10/20/2011,0,1,6,0,0,15/03/2011,,2011,1,1,6.099999905,1,1,1,0,0,-0.300625586,-0.236334503,0.770632089,0.411616956,0,-0.434013024,-0.24751288,0.866079833,0,-0.264387234,-0.123335223,-0.09239961,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,0.686800936,0.135915503,2.106523176,0.754091606,0,-0.509312055,-0.65728475,2.245685474,0,-1.230317279,-1.906838937,-2.064693849,-1.934562095,-1.619842374,-1.646663521,-1.277412026
Sanungu,Shh018,s028,male,9 /13/2010,15/03/2011,hyena,10/20/2012,0,1,,0,0,15/03/2011,,2012,2,0,6.099999905,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh018,s028,male,9 /13/2010,15/03/2011,hyena,10/26/2013,0,1,,0,0,15/03/2011,,2013,3,0,6.099999905,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh019,s029,female,10/15/2007,,,10/27/2010,1,0,36,0,0,26/10/2013,3,2010,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh019,s029,female,10/15/2007,,,10/21/2011,1,0,48,0,0,26/10/2013,4,2011,1,0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh019,s029,female,10/15/2007,,,10/20/2012,1,0,60,0,1,26/10/2013,2,2012,2,0,,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh019,s029,female,10/15/2007,,,10/26/2013,1,0,72,0,1,26/10/2013,3,2013,3,0,,1,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh020,s030,female,8 /15/2009,,,10/27/2010,1,0,14,0,1,04/11/2013,3,2010,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh020,s030,female,8 /15/2009,,,10/20/2011,1,0,28,0,0,04/11/2013,3,2011,1,0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh020,s030,female,8 /15/2009,,,10/20/2012,1,0,40,0,1,04/11/2013,2,2012,2,1,,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh020,s030,female,8 /15/2009,,,11/4 /2013,1,0,52,0,1,04/11/2013,2,2013,3,0,,1,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh020,s031,female,9 /15/2010,,,10/27/2010,1,0,1.5,0,0,04/11/2013,4,2010,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh020,s031,female,9 /15/2010,,,10/20/2011,1,0,12,0,0,04/11/2013,3,2011,1,0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh020,s031,female,9 /15/2010,,,10/20/2012,0,1,24,0,1,04/11/2013,2,2012,2,1,,1,1,2,1,0,-0.210935848,-0.283950338,0.735325534,-0.606265704,0,0.599932758,-0.287834873,-0.137020198,0,-0.16303237,-0.138350344,-0.166386204,-0.099807834,-0.102572805,-0.075389839,-0.105913187,0,-0.067996162,-0.460235558,1.998343754,-1.333140071,0,0.806635846,-0.73996246,-1.392447502,0,-2.029529547,-3.126885997,-3.689770937,-3.377423861,-3.392883145,-3.273387631,-2.835050704
Sanungu,Shh020,s031,female,9 /15/2010,,,11/4 /2013,1,0,36,0,0,04/11/2013,3,2013,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh021,s032,female,4 /15/2009,15/08/2011,road kill,10/27/2010,1,0,12,0,0,15/08/2011,4,2010,0,,28.39999962,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh021,s032,female,4 /15/2009,15/08/2011,road kill,8 /15/2011,0,1,24,0,0,15/08/2011,,2011,1,1,28.39999962,1,1,1,0,0,-0.300625586,-0.236334503,0.770632089,-0.588383044,0,-0.434013024,0.75248712,-0.133920167,0,-0.264387234,-0.123335223,0.90760039,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,0.320809598,-0.056889099,2.245582051,-1.209117857,0,-0.076957723,1.932349008,-0.187753414,0,-0.052606482,-0.755539583,5.090793077,-0.298955538,-0.684628598,-0.189301362,0.204581358
Sanungu,Shh021,s032,female,4 /15/2009,15/08/2011,road kill,10/20/2012,0,1,,0,0,15/08/2011,,2012,2,0,28.39999962,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh021,s032,female,4 /15/2009,15/08/2011,road kill,10/26/2013,0,1,,0,0,15/08/2011,,2013,3,0,28.39999962,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh021,s033,female,10/15/2007,15/03/2012,road kill,10/27/2010,1,0,36,0,0,15/03/2012,4,2010,0,,53.76666641,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh021,s033,female,10/15/2007,15/03/2012,road kill,10/21/2011,1,0,36,0,0,15/03/2012,3,2011,1,1,53.76666641,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh021,s033,female,10/15/2007,15/03/2012,road kill,10/20/2012,0,1,,0,0,15/03/2012,,2012,2,0,53.76666641,1,1,2,1,0,-0.210935848,-0.283950338,0.735325534,-0.606265704,0,0.599932758,-0.287834873,-0.137020198,0,-0.16303237,-0.138350344,-0.166386204,-0.099807834,0.897427195,-0.075389839,-0.105913187,0,0.598820569,0.019650232,2.220078995,-1.244274461,0,0.922529869,-0.755094416,-0.614828274,0,-0.691487558,-1.603865286,-1.872940366,-1.561387013,8.288838602,-1.519568256,-0.912396627
Sanungu,Shh021,s033,female,10/15/2007,15/03/2012,road kill,10/26/2013,0,1,,0,0,15/03/2012,,2013,3,0,53.76666641,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh022,s034,female,4 /15/2009,15/11/2011,sudden death,10/27/2010,1,0,18,0,0,15/11/2011,4,2010,0,,31.46666718,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh022,s034,female,4 /15/2009,15/11/2011,sudden death,10/21/2011,1,0,30,0,0,15/11/2011,4,2011,1,0,31.46666718,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh022,s034,female,4 /15/2009,15/11/2011,sudden death,10/20/2012,0,1,,0,0,15/11/2011,,2012,2,0,31.46666718,1,1,2,1,0,-0.210935848,-0.283950338,0.735325534,-0.606265704,0,-0.400067242,0.712165127,-0.137020198,0,-0.16303237,-0.138350344,0.833613796,-0.099807834,-0.102572805,-0.075389839,-0.105913187,0,0.332679755,-0.250890883,2.133121639,-1.257092155,0,-0.105042929,1.739533599,-0.34838233,0,-0.137600678,-1.186778266,4.263612443,-1.395155383,-1.707078554,-1.083951044,-0.602752609
Sanungu,Shh022,s034,female,4 /15/2009,15/11/2011,sudden death,10/26/2013,0,1,,0,0,15/11/2011,,2013,3,0,31.46666718,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh022,s035,male,4 /15/2009,,,10/27/2010,1,0,18,0,0,26/10/2013,3,2010,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh022,s035,male,4 /15/2009,,,10/21/2011,1,0,30,0,0,26/10/2013,3,2011,1,0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh022,s035,male,4 /15/2009,,,10/20/2012,1,0,42,0,0,26/10/2013,4,2012,2,0,,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh022,s035,male,4 /15/2009,,,10/26/2013,1,0,54,0,0,26/10/2013,3,2013,3,0,,1,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh023,s036,male,4 /15/2009,15/07/2012,hyena,10/27/2010,1,0,18,0,0,15/07/2012,4,2010,0,,39.56666565,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh023,s036,male,4 /15/2009,15/07/2012,hyena,10/24/2011,1,0,30,0,0,15/07/2012,4,2011,1,1,39.56666565,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh023,s036,male,4 /15/2009,15/07/2012,hyena,10/19/2012,0,1,,0,0,15/07/2012,,2012,2,0,39.56666565,1,1,2,1,0,-0.210935848,-0.283950338,0.735325534,0.393734296,0,-0.400067242,0.712165127,-0.137020198,0,-0.16303237,-0.138350344,0.833613796,-0.099807834,-0.102572805,-0.075389839,-0.105913187,0,0.452385359,-0.305681246,2.206380739,0.867285484,0,-0.36473822,1.381988692,-0.693197881,0,-0.325380481,-1.222035356,4.437509975,-1.628297368,-1.618212945,-0.895276698,-0.652304339
Sanungu,Shh023,s036,male,4 /15/2009,15/07/2012,hyena,11/4 /2013,0,1,,0,0,15/07/2012,,2013,3,0,39.56666565,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh024,s037,male,7 /15/2009,,,10/28/2010,1,0,15,0,0,04/11/2013,4,2010,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh024,s037,male,7 /15/2009,,,10/20/2011,1,0,27,0,0,04/11/2013,4,2011,1,0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh024,s037,male,7 /15/2009,,,10/19/2012,1,0,39,0,0,04/11/2013,,2012,2,0,,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh024,s037,male,7 /15/2009,,,11/4 /2013,1,0,41,0,0,04/11/2013,3,2013,3,0,,1,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh024,s038,female,10/15/2007,,,10/28/2010,1,0,36,1,0,04/11/2013,4,2010,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh024,s038,female,10/15/2007,,,10/20/2011,1,0,48,0,0,04/11/2013,4,2011,1,0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh024,s038,female,10/15/2007,,,10/19/2012,1,0,60,1,0,04/11/2013,4,2012,2,0,,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh024,s038,female,10/15/2007,,,11/4 /2013,1,0,72,0,0,04/11/2013,3,2013,3,0,,1,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh025,s039,male,4 /15/2010,,,10/28/2010,1,0,6,0,0,04/11/2013,3,2010,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh025,s039,male,4 /15/2010,,,10/21/2011,1,0,18,0,0,04/11/2013,3,2011,1,0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh025,s039,male,4 /15/2010,,,10/19/2012,1,0,30,0,0,04/11/2013,4,2012,2,0,,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh025,s039,male,4 /15/2010,,,11/4 /2013,1,0,42,0,0,04/11/2013,4,2013,3,1,,1,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh026,s040,female,11/15/2009,15/03/2013,hyena,10/28/2010,1,0,11,1,0,15/03/2013,5,2010,0,,40.53333282,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh026,s040,female,11/15/2009,15/03/2013,hyena,10/21/2011,1,0,23,0,0,15/03/2013,3,2011,1,1,40.53333282,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh026,s040,female,11/15/2009,15/03/2013,hyena,10/19/2012,1,0,35,0,0,15/03/2013,3,2012,2,0,40.53333282,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh026,s040,female,11/15/2009,15/03/2013,hyena,11/4 /2013,0,1,,0,0,15/03/2013,,2013,3,0,40.53333282,1,1,3,2,0,-0.200720573,-0.276526989,0.740459563,-0.625506825,0,0.602245672,-0.251382785,-0.129139671,0,-0.163762852,0.897990507,-0.197514361,-0.131366631,-0.143506066,-0.0722459,-0.10822485,0,0.155497698,-0.247287608,2.014966245,-1.426560959,0,0.850367021,-0.135809846,-0.512438464,0,-0.746342003,3.952834644,-2.516998299,-2.32092121,-2.390813,-1.791443793,-1.359508237
Sanungu,Shh027,s041,male,11/15/2009,15/03/2012,road kill,10/28/2010,1,0,11,0,0,15/03/2012,3,2010,0,,28.36666679,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh027,s041,male,11/15/2009,15/03/2012,road kill,10/21/2011,1,0,24,0,0,15/03/2012,2,2011,1,1,28.36666679,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh027,s041,male,11/15/2009,15/03/2012,road kill,10/19/2012,0,1,,0,0,15/03/2012,,2012,2,0,28.36666679,1,1,2,1,0,-0.210935848,-0.283950338,0.735325534,0.393734296,0,-0.400067242,-0.287834873,-0.137020198,0,-0.16303237,0.861649656,-0.166386204,-0.099807834,-0.102572805,-0.075389839,-0.105913187,0,-0.108332624,-0.684847819,1.819394047,1.01567577,0,-3.016453569,-3.095614034,-3.392253894,0,-1.116616042,3.869298513,-2.229374355,-2.037580588,-1.896890847,-2.389013904,-1.824865001
Sanungu,Shh027,s041,male,11/15/2009,15/03/2012,road kill,11/4 /2013,0,1,,0,0,15/03/2012,,2013,3,0,28.36666679,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh028,s042,female,4 /15/2009,15/11/2011,hyena,10/28/2010,1,0,18,0,1,15/11/2011,3,2010,0,,31.46666718,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh028,s042,female,4 /15/2009,15/11/2011,hyena,10/21/2011,1,0,30,0,0,15/11/2011,4,2011,1,1,31.46666718,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh028,s042,female,4 /15/2009,15/11/2011,hyena,10/22/2012,0,1,,0,0,15/11/2011,,2012,2,1,31.46666718,1,1,2,1,0,-0.210935848,-0.283950338,0.735325534,-0.606265704,0,-0.400067242,0.712165127,-0.137020198,0,-0.16303237,-0.138350344,0.833613796,-0.099807834,-0.102572805,-0.075389839,-0.105913187,0,0.332679755,-0.250890883,2.133121639,-1.257092155,0,-0.105042929,1.739533599,-0.34838233,0,-0.137600678,-1.186778266,4.263612443,-1.395155383,-1.707078554,-1.083951044,-0.602752609
Sanungu,Shh028,s042,female,4 /15/2009,15/11/2011,hyena,11/5 /2013,0,1,,0,0,15/11/2011,,2013,3,0,31.46666718,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh029,s043,female,7 /15/2010,15/02/2011,hyena,10/28/2010,1,0,3,0,0,15/02/2011,2,2010,0,,7.166666508,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh029,s043,female,7 /15/2010,15/02/2011,hyena,10/21/2011,0,1,6,0,0,15/02/2011,,2011,1,0,7.166666508,1,1,1,0,0,-0.300625586,-0.236334503,0.770632089,-0.588383044,0,-0.434013024,-0.24751288,-0.133920167,0,0.735612766,-0.123335223,-0.09239961,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,-0.254942114,-0.538005667,1.949744149,-1.213250285,0,-2.423863765,-2.173448412,-2.504067712,0,1.397285172,-1.290144699,-1.691266115,-0.852900368,-1.148285223,-1.750386713,-1.06196232
Sanungu,Shh029,s043,female,7 /15/2010,15/02/2011,hyena,10/20/2012,0,1,,0,0,15/02/2011,,2012,2,0,7.166666508,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh029,s043,female,7 /15/2010,15/02/2011,hyena,11/5 /2013,0,1,,0,0,15/02/2011,,2013,3,0,7.166666508,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh029,s044,male,5 /1 /2010,15/04/2011,road kill,10/28/2010,1,0,5.5,0,0,15/04/2011,3,2010,0,,11.63333321,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh029,s044,male,5 /1 /2010,15/04/2011,road kill,10/21/2011,0,1,8,0,0,15/04/2011,,2011,1,0,11.63333321,1,1,1,0,0,-0.300625586,-0.236334503,0.770632089,0.411616956,0,0.565986976,-0.24751288,-0.133920167,0,0.735612766,-0.123335223,-0.09239961,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,0.207974796,-0.280750914,2.240191183,0.651432064,0,0.80661427,-0.130670499,-0.443047754,0,1.441093878,-1.398622587,-1.339196852,-1.156628652,-0.94352559,-0.75048208,-0.605928618
Sanungu,Shh029,s044,male,5 /1 /2010,15/04/2011,road kill,10/20/2012,0,1,,0,0,15/04/2011,,2012,2,0,11.63333321,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh029,s044,male,5 /1 /2010,15/04/2011,road kill,11/5 /2013,0,1,,0,0,15/04/2011,,2013,3,0,11.63333321,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
